Attendance,Away,Date,Day,Home,Score,Time,Venue,Half_time,year,Distance,home_win,home_team_form
"19,041",Torino,2019-09-22,Sun,Sampdoria,1-0,15:00,Stadio Comunale Luigi Ferraris,(0-0),2019,124.3883982813310,1,0.5
"14,000",Juventus,2019-09-24,Tue,Brescia,1-2,21:00,Stadio Mario Rigamonti,(1-1),2019,209.80748871993900,0,0.5
"13,740",Udinese,2019-09-24,Tue,Hellas Verona,0-0,19:00,Stadio Marc'Antonio Bentegodi,(0-0),2019,187.85001575041200,0,0.5
"31,832",Atalanta,2019-09-25,Wed,AS Roma,0-2,19:00,Stadio Olimpico,(0-0),2019,475.0353950263620,0,0.5
"20,497",Bologna,2019-09-25,Wed,Genoa,0-0,21:00,Stadio Comunale Luigi Ferraris,(0-0),2019,187.81114792816600,0,0.5
"25,408",Cagliari,2019-09-25,Wed,Napoli,0-1,21:00,Stadio San Paolo,(0-0),2019,467.8748889163700,0,0.5
"56,175",Lazio,2019-09-25,Wed,Inter Milan,1-0,21:00,Stadio Giuseppe Meazza,(1-0),2019,476.62238398594400,1,0.5
"13,292",Lecce,2019-09-25,Wed,SPAL,1-3,21:00,Stadio Paolo Mazza,(1-1),2019,734.7750165766450,0,0.5
"33,469",Sampdoria,2019-09-25,Wed,Fiorentina,2-1,21:00,Stadio Artemio Franchi,(1-0),2019,199.49234412689900,1,0.5
"14,569",Sassuolo,2019-09-25,Wed,Parma,1-0,21:00,Stadio Ennio Tardini,(0-0),2019,26.207544228638100,1,0.5
"23,997",AC Milan,2019-09-26,Thu,Torino,2-1,21:00,Stadio Olimpico di Torino,(0-1),2019,125.26280395239400,1,0.5
"11,604",Atalanta,2019-09-28,Sat,Sassuolo,1-4,20:45,Mapei Stadium - Città del Tricolore,(0-4),2019,134.20367626869600,0,0.5
"23,694",Inter Milan,2019-09-28,Sat,Sampdoria,1-3,18:00,Stadio Comunale Luigi Ferraris,(0-2),2019,118.77110409643900,0,0.5
"38,995",SPAL,2019-09-28,Sat,Juventus,2-0,15:00,Allianz Stadium,(1-0),2019,314.30292329884300,1,0.5
"26,044",AS Roma,2019-09-29,Sun,Lecce,0-1,15:00,Stadio Comunale Via Del Mare,(0-0),2019,513.3806815324030,0,0.5
"21,361",Bologna,2019-09-29,Sun,Udinese,1-0,15:00,Dacia Arena,(1-0),2019,230.59665353873800,1,0.5
"45,770",Brescia,2019-09-29,Sun,Napoli,2-1,12:30,Stadio San Paolo,(2-0),2019,617.0745651037510,1,0.5
"48,367",Fiorentina,2019-09-29,Sun,AC Milan,1-3,20:45,Stadio Giuseppe Meazza,(0-1),2019,254.93627880825600,0,0.5
"26,000",Genoa,2019-09-29,Sun,Lazio,4-0,15:00,Stadio Olimpico,(2-0),2019,396.34249898601200,1,0.5
"15,846",Hellas Verona,2019-09-29,Sun,Cagliari,1-1,18:00,Sardegna Arena,(1-0),2019,708.8513602382750,0,0.5
"15,001",Torino,2019-09-30,Mon,Parma,3-2,20:45,Stadio Ennio Tardini,(2-2),2019,214.02834778554800,1,0.5
"22,486",AC Milan,2019-10-05,Sat,Genoa,1-2,20:45,Stadio Comunale Luigi Ferraris,(1-0),2019,118.77110409643900,0,0.5
"11,776",Parma,2019-10-05,Sat,SPAL,1-0,15:00,Stadio Paolo Mazza,(1-0),2019,100.53829749559100,1,0.5
"17,787",Sampdoria,2019-10-05,Sat,Hellas Verona,2-0,18:00,Stadio Marc'Antonio Bentegodi,(1-0),2019,195.31798355125100,1,0.5
"34,385",Cagliari,2019-10-06,Sun,AS Roma,1-1,15:00,Stadio Olimpico,(1-1),2019,413.5917654589300,0,0.5
"75,923",Juventus,2019-10-06,Sun,Inter Milan,1-2,20:45,Stadio Giuseppe Meazza,(1-1),2019,123.13402248871500,0,0.5
"22,052",Lazio,2019-10-06,Sun,Bologna,2-2,15:00,Stadio Renato Dall'Ara,(2-2),2019,299.0253331111190,0,0.5
"20,771",Lecce,2019-10-06,Sun,Atalanta,3-1,15:00,Stadio Atleti Azzurri d'Italia,(2-0),2019,913.1180393132800,1,0.5
"24,343",Napoli,2019-10-06,Sun,Torino,0-0,18:00,Stadio Olimpico di Torino,(0-0),2019,709.7779834457860,0,0.5
"37,963",Udinese,2019-10-06,Sun,Fiorentina,1-0,12:30,Stadio Artemio Franchi,(0-0),2019,297.09159095287500,1,0.5
"30,000",Atalanta,2019-10-19,Sat,Lazio,3-3,15:00,Stadio Olimpico,(0-3),2019,475.0353950263620,0,0.5
"40,461",Bologna,2019-10-19,Sat,Juventus,2-1,20:45,Allianz Stadium,(1-1),2019,298.2345951259310,1,0.5
"38,686",Hellas Verona,2019-10-19,Sat,Napoli,2-0,18:00,Stadio San Paolo,(1-0),2019,575.0602598611650,1,0.5
"20,211",AS Roma,2019-10-20,Sun,Sampdoria,0-0,15:00,Stadio Comunale Luigi Ferraris,(0-0),2019,396.34249898601200,0,0.5
"15,299",Genoa,2019-10-20,Sun,Parma,5-1,18:00,Stadio Ennio Tardini,(3-0),2019,117.78787939075300,1,0.5
"17,935",Inter Milan,2019-10-20,Sun,Sassuolo,3-4,12:30,Mapei Stadium - Città del Tricolore,(1-3),2019,147.23360435549800,0,0.5
"48,703",Lecce,2019-10-20,Sun,AC Milan,2-2,20:45,Stadio Giuseppe Meazza,(1-0),2019,933.4477350725230,0,0.5
"15,713",SPAL,2019-10-20,Sun,Cagliari,2-0,15:00,Sardegna Arena,(1-0),2019,658.9914495985010,1,0.5
"24,049",Torino,2019-10-20,Sun,Udinese,1-0,15:00,Dacia Arena,(1-0),2019,448.31752025128400,1,0.5
"16,000",Fiorentina,2019-10-21,Mon,Brescia,0-0,21:00,Stadio Mario Rigamonti,(0-0),2019,215.481679666035,0,0.5
"11,453",Sassuolo,2019-10-25,Fri,Hellas Verona,0-1,20:45,Stadio Marc'Antonio Bentegodi,(0-0),2019,83.93781035436990,0,0.5
"20,949",Brescia,2019-10-26,Sat,Genoa,3-1,20:45,Stadio Comunale Luigi Ferraris,(0-1),2019,163.4392331682600,1,0.5
"26,591",Juventus,2019-10-26,Sat,Lecce,1-1,15:00,Stadio Comunale Via Del Mare,(0-0),2019,1012.0013317766000,0,0.5
"67,076",Parma,2019-10-26,Sat,Inter Milan,2-2,18:00,Stadio Giuseppe Meazza,(1-2),2019,122.21474389568100,0,0.5
"44,333",AC Milan,2019-10-27,Sun,AS Roma,2-1,18:00,Stadio Olimpico,(1-0),2019,476.62238398594400,1,0.5
"21,213",Cagliari,2019-10-27,Sun,Torino,1-1,15:00,Stadio Olimpico di Torino,(0-1),2019,660.4334677989370,0,0.5
"33,281",Lazio,2019-10-27,Sun,Fiorentina,1-2,20:45,Stadio Artemio Franchi,(1-1),2019,226.4069458907570,0,0.5
"14,726",Napoli,2019-10-27,Sun,SPAL,1-1,15:00,Stadio Paolo Mazza,(1-1),2019,493.22775551741700,0,0.5
"24,099",Sampdoria,2019-10-27,Sun,Bologna,2-1,12:30,Stadio Renato Dall'Ara,(0-0),2019,187.81114792816600,1,0.5
"18,677",Udinese,2019-10-27,Sun,Atalanta,7-1,15:00,Stadio Atleti Azzurri d'Italia,(3-1),2019,276.20012084924100,1,0.5
"14,638",Hellas Verona,2019-10-29,Tue,Parma,0-1,19:00,Stadio Ennio Tardini,(0-1),2019,86.73778395837330,0,0.5
"16,500",Inter Milan,2019-10-29,Tue,Brescia,1-2,21:00,Stadio Mario Rigamonti,(0-1),2019,87.76252878792030,0,0.5
"23,854",AS Roma,2019-10-30,Wed,Udinese,0-4,21:00,Dacia Arena,(0-1),2019,464.67909792520700,0,0.5
"30,061",Atalanta,2019-10-30,Wed,Napoli,2-2,19:00,Stadio San Paolo,(1-1),2019,654.1868488614660,0,0.5
"16,076",Bologna,2019-10-30,Wed,Cagliari,3-2,21:00,Sardegna Arena,(0-1),2019,614.8406050228860,1,0.5
"11,863",Fiorentina,2019-10-30,Wed,Sassuolo,1-2,21:00,Mapei Stadium - Città del Tricolore,(1-0),2019,115.41892463717000,0,0.5
"38,732",Genoa,2019-10-30,Wed,Juventus,2-1,21:00,Allianz Stadium,(1-1),2019,129.26585903174700,1,0.5
"18,685",Lecce,2019-10-30,Wed,Sampdoria,1-1,21:00,Stadio Comunale Luigi Ferraris,(0-1),2019,884.3368821131740,0,0.5
"25,000",Torino,2019-10-30,Wed,Lazio,4-0,21:00,Stadio Olimpico,(2-0),2019,519.7003731677150,1,0.5
"46,475",SPAL,2019-10-31,Thu,AC Milan,1-0,21:00,Stadio Giuseppe Meazza,(0-0),2019,207.9762858475720,1,0.5
"28,498",Inter Milan,2019-11-02,Sat,Bologna,1-2,18:00,Stadio Renato Dall'Ara,(0-0),2019,204.45103811272000,0,0.5
"26,664",Juventus,2019-11-02,Sat,Torino,0-1,20:45,Stadio Olimpico di Torino,(0-0),2019,7.56735575287785,0,0.5
"34,502",Napoli,2019-11-02,Sat,AS Roma,2-1,15:00,Stadio Olimpico,(1-0),2019,190.3582363177840,1,0.5
"16,525",Brescia,2019-11-03,Sun,Hellas Verona,2-1,15:00,Stadio Marc'Antonio Bentegodi,(0-0),2019,59.11676950791020,1,0.5
"18,617",Cagliari,2019-11-03,Sun,Atalanta,0-2,12:30,Stadio Atleti Azzurri d'Italia,(0-1),2019,724.4648430005950,0,0.5
"41,000",Lazio,2019-11-03,Sun,AC Milan,1-2,20:45,Stadio Giuseppe Meazza,(1-1),2019,476.62238398594400,0,0.5
"32,479",Parma,2019-11-03,Sun,Fiorentina,1-1,18:00,Stadio Artemio Franchi,(0-1),2019,135.5568445766750,0,0.5
"22,087",Sassuolo,2019-11-03,Sun,Lecce,2-2,15:00,Stadio Comunale Via Del Mare,(2-1),2019,786.2183223403580,0,0.5
"20,030",Udinese,2019-11-03,Sun,Genoa,1-3,15:00,Stadio Comunale Luigi Ferraris,(1-1),2019,381.26174910079500,0,0.5
"11,617",Sampdoria,2019-11-04,Mon,SPAL,0-1,20:45,Stadio Paolo Mazza,(0-0),2019,215.9119246020420,0,0.5
"13,184",Bologna,2019-11-08,Fri,Sassuolo,3-1,20:45,Mapei Stadium - Città del Tricolore,(1-0),2019,57.94675256337210,1,0.5
"22,947",Genoa,2019-11-09,Sat,Napoli,0-0,20:45,Stadio San Paolo,(0-0),2019,586.0743336614400,0,0.5
"66,202",Hellas Verona,2019-11-09,Sat,Inter Milan,2-1,18:00,Stadio Giuseppe Meazza,(0-1),2019,144.56024644073000,1,0.5
"13,500",Torino,2019-11-09,Sat,Brescia,0-4,15:00,Stadio Mario Rigamonti,(0-2),2019,211.2195066714450,0,0.5
"40,478",AC Milan,2019-11-10,Sun,Juventus,1-0,20:45,Allianz Stadium,(0-0),2019,123.13402248871500,1,0.5
"18,532",AS Roma,2019-11-10,Sun,Parma,2-0,18:00,Stadio Ennio Tardini,(0-0),2019,361.13487726488000,1,0.5
"19,799",Atalanta,2019-11-10,Sun,Sampdoria,0-0,15:00,Stadio Comunale Luigi Ferraris,(0-0),2019,154.6880908683670,0,0.5
"16,316",Fiorentina,2019-11-10,Sun,Cagliari,5-2,12:30,Sardegna Arena,(3-0),2019,539.3545969382540,1,0.5
"35,000",Lecce,2019-11-10,Sun,Lazio,4-2,15:00,Stadio Olimpico,(1-1),2019,513.3806815324030,1,0.5
"21,621",SPAL,2019-11-10,Sun,Udinese,0-0,15:00,Dacia Arena,(0-0),2019,185.82116889338700,0,0.5
"26,059",Inter Milan,2019-11-23,Sat,Torino,0-3,20:45,Stadio Olimpico di Torino,(0-2),2019,125.26280395239400,0,0.5
"20,899",Juventus,2019-11-23,Sat,Atalanta,1-3,15:00,Stadio Atleti Azzurri d'Italia,(0-0),2019,173.0084746125310,0,0.5
"61,658",Napoli,2019-11-23,Sat,AC Milan,1-1,18:00,Stadio Giuseppe Meazza,(1-1),2019,660.849346236503,0,0.5
"33,695",Brescia,2019-11-24,Sun,AS Roma,3-0,15:00,Stadio Olimpico,(0-0),2019,441.7194112926320,1,0.5
"22,581",Fiorentina,2019-11-24,Sun,Hellas Verona,1-0,15:00,Stadio Marc'Antonio Bentegodi,(0-0),2019,185.5363832089200,1,0.5
"10,000",Lazio,2019-11-24,Sun,Sassuolo,1-2,15:00,Mapei Stadium - Città del Tricolore,(1-1),2019,341.8246503722720,0,0.5
"21,419",Parma,2019-11-24,Sun,Bologna,2-2,12:30,Stadio Renato Dall'Ara,(1-1),2019,84.08568803734060,0,0.5
"17,031",Udinese,2019-11-24,Sun,Sampdoria,2-1,18:00,Stadio Comunale Luigi Ferraris,(1-1),2019,381.26174910079500,1,0.5
"21,435",Cagliari,2019-11-25,Mon,Lecce,2-2,15:00,Stadio Comunale Via Del Mare,(0-1),2019,787.4421309580180,0,0.5
"12,423",Genoa,2019-11-25,Mon,SPAL,1-1,20:45,Stadio Paolo Mazza,(0-0),2019,215.9119246020420,0,0.5
"14,000",Atalanta,2019-11-30,Sat,Brescia,0-3,15:00,Stadio Mario Rigamonti,(0-1),2019,46.02209994303860,0,0.5
"33,912",Lecce,2019-11-30,Sat,Fiorentina,0-1,20:45,Stadio Artemio Franchi,(0-0),2019,687.013373142603,0,0.5
"20,000",Torino,2019-11-30,Sat,Genoa,0-1,18:00,Stadio Comunale Luigi Ferraris,(0-0),2019,124.3883982813310,0,0.5
"18,431",AC Milan,2019-12-01,Sun,Parma,0-1,15:00,Stadio Ennio Tardini,(0-0),2019,122.21474389568100,0,0.5
"17,405",AS Roma,2019-12-01,Sun,Hellas Verona,1-3,20:45,Stadio Marc'Antonio Bentegodi,(1-2),2019,407.0200194793920,0,0.5
"26,012",Bologna,2019-12-01,Sun,Napoli,1-2,18:00,Stadio San Paolo,(1-0),2019,470.6374988983220,0,0.5
"61,221",SPAL,2019-12-01,Sun,Inter Milan,2-1,15:00,Stadio Giuseppe Meazza,(2-0),2019,207.9762858475720,1,0.5
"40,597",Sassuolo,2019-12-01,Sun,Juventus,2-2,12:30,Allianz Stadium,(1-1),2019,241.5792223386410,0,0.5
"20,000",Udinese,2019-12-01,Sun,Lazio,3-0,15:00,Stadio Olimpico,(3-0),2019,464.67909792520700,1,0.5
"15,658",Sampdoria,2019-12-02,Mon,Cagliari,4-3,20:45,Sardegna Arena,(0-1),2019,579.631362219898,1,0.5
"67,008",AS Roma,2019-12-06,Fri,Inter Milan,0-0,20:45,Stadio Giuseppe Meazza,(0-0),2019,476.62238398594400,0,0.5
"19,335",Hellas Verona,2019-12-07,Sat,Atalanta,3-2,15:00,Stadio Atleti Azzurri d'Italia,(1-1),2019,105.03011344573900,1,0.5
"65,000",Juventus,2019-12-07,Sat,Lazio,3-1,20:45,Stadio Olimpico,(1-1),2019,525.1018556767370,1,0.5
"20,405",Napoli,2019-12-07,Sat,Udinese,1-1,18:00,Dacia Arena,(1-0),2019,589.1799954804650,0,0.5
"23,707",AC Milan,2019-12-08,Sun,Bologna,2-3,20:45,Stadio Renato Dall'Ara,(1-2),2019,204.45103811272000,0,0.5
"12,442",Brescia,2019-12-08,Sun,SPAL,0-1,15:00,Stadio Paolo Mazza,(0-0),2019,134.87112818319500,0,0.5
"12,666",Cagliari,2019-12-08,Sun,Sassuolo,2-2,15:00,Mapei Stadium - Città del Tricolore,(2-0),2019,625.2202021838070,0,0.5
"19,955",Fiorentina,2019-12-08,Sun,Torino,2-1,15:00,Stadio Olimpico di Torino,(1-0),2019,321.43217283133700,1,0.5
"21,740",Genoa,2019-12-08,Sun,Lecce,2-2,12:30,Stadio Comunale Via Del Mare,(0-2),2019,884.3368821131740,0,0.5
"19,516",Parma,2019-12-08,Sun,Sampdoria,0-1,18:00,Stadio Comunale Luigi Ferraris,(0-1),2019,117.78787939075300,0,0.5
"13,131",Lecce,2019-12-14,Sat,Brescia,3-0,15:00,Stadio Mario Rigamonti,(2-0),2019,869.5125678196700,1,0.5
"25,000",Parma,2019-12-14,Sat,Napoli,1-2,18:30,Stadio San Paolo,(0-1),2019,541.7029781535990,0,0.5
"30,658",Sampdoria,2019-12-14,Sat,Genoa,0-1,20:45,Stadio Comunale Luigi Ferraris,(0-0),2019,0,0,0.5
"21,277",Atalanta,2019-12-15,Sun,Bologna,2-1,15:00,Stadio Renato Dall'Ara,(1-0),2019,186.36226809910800,1,0.5
"37,537",Inter Milan,2019-12-15,Sun,Fiorentina,1-1,20:45,Stadio Artemio Franchi,(0-1),2019,254.93627880825600,0,0.5
"34,761",SPAL,2019-12-15,Sun,AS Roma,3-1,18:00,Stadio Olimpico,(0-1),2019,330.0713529202830,1,0.5
"58,005",Sassuolo,2019-12-15,Sun,AC Milan,0-0,15:00,Stadio Giuseppe Meazza,(0-0),2019,147.23360435549800,0,0.5
"14,612",Torino,2019-12-15,Sun,Hellas Verona,3-3,12:30,Stadio Marc'Antonio Bentegodi,(0-1),2019,264.18948039852500,0,0.5
"39,127",Udinese,2019-12-15,Sun,Juventus,3-1,15:00,Allianz Stadium,(3-0),2019,446.85815852404400,1,0.5
"16,299",Lazio,2019-12-16,Mon,Cagliari,1-2,20:45,Sardegna Arena,(1-0),2019,413.5917654589300,0,0.5
"23,136",Juventus,2019-12-18,Wed,Sampdoria,1-2,18:55,Stadio Comunale Luigi Ferraris,(1-2),2019,129.26585903174700,0,0.5
"14,574",Sassuolo,2019-12-18,Wed,Brescia,0-2,20:45,Stadio Mario Rigamonti,(0-1),2019,100.52396784791500,0,0.5
"3,305",AS Roma,2019-12-20,Fri,Fiorentina,1-4,20:45,Stadio Artemio Franchi,(1-2),2019,226.4069458907570,0,0.5
"19,822",Cagliari,2019-12-21,Sat,Udinese,2-1,15:00,Dacia Arena,(1-0),2019,833.6223808726530,1,0.5
"57,490",Genoa,2019-12-21,Sat,Inter Milan,4-0,18:00,Stadio Giuseppe Meazza,(2-0),2019,118.77110409643900,1,0.5
"18,553",SPAL,2019-12-21,Sat,Torino,1-2,20:45,Stadio Olimpico di Torino,(1-1),2019,313.1587878253970,0,0.5
"20,940",AC Milan,2019-12-22,Sun,Atalanta,5-0,12:30,Stadio Atleti Azzurri d'Italia,(1-0),2019,50.62272084539420,1,0.5
"24,178",Bologna,2019-12-22,Sun,Lecce,2-3,15:00,Stadio Comunale Via Del Mare,(0-1),2019,729.2720103600210,0,0.5
"16,686",Brescia,2019-12-22,Sun,Parma,1-1,15:00,Stadio Ennio Tardini,(0-0),2019,86.58633215471020,0,0.5
"12,570",Napoli,2019-12-22,Sun,Sassuolo,1-2,20:45,Mapei Stadium - Città del Tricolore,(1-0),2019,519.9962702286800,0,0.5
"14,078",Hellas Verona,2020-01-05,Sun,SPAL,0-2,15:00,Stadio Paolo Mazza,(0-1),2020,83.08634113559630,0,0.5
"14,370",Lazio,2020-01-05,Sun,Brescia,1-2,12:30,Stadio Mario Rigamonti,(1-1),2020,441.7194112926320,0,0.5
"21,033",Sassuolo,2020-01-05,Sun,Genoa,2-1,18:00,Stadio Comunale Luigi Ferraris,(1-1),2020,138.83308293258500,1,0.5
"38,954",Torino,2020-01-05,Sun,AS Roma,0-2,20:45,Stadio Olimpico,(0-1),2020,519.7003731677150,0,0.5
"40,598",Cagliari,2020-01-06,Mon,Juventus,4-0,15:00,Allianz Stadium,(0-0),2020,667.9608404524190,1,0.5
"22,653",Fiorentina,2020-01-06,Mon,Bologna,1-1,12:30,Stadio Renato Dall'Ara,(0-1),2020,79.07732589754690,0,0.5
"31,191",Inter Milan,2020-01-06,Mon,Napoli,1-3,20:45,Stadio San Paolo,(1-2),2020,660.849346236503,0,0.5
"19,213",Parma,2020-01-06,Mon,Atalanta,5-0,15:00,Stadio Atleti Azzurri d'Italia,(3-0),2020,113.97560416244000,1,0.5
"58,572",Sampdoria,2020-01-06,Mon,AC Milan,0-0,15:00,Stadio Giuseppe Meazza,(0-0),2020,118.77110409643900,0,0.5
"21,321",Udinese,2020-01-06,Mon,Lecce,0-1,18:00,Stadio Comunale Via Del Mare,(0-0),2020,753.9204409644710,0,0.5
"16,412",AC Milan,2020-01-11,Sat,Cagliari,0-2,15:00,Sardegna Arena,(0-0),2020,697.4502556886710,0,0.5
"70,042",Atalanta,2020-01-11,Sat,Inter Milan,1-1,20:45,Stadio Giuseppe Meazza,(1-0),2020,50.62272084539420,0,0.5
"40,000",Napoli,2020-01-11,Sat,Lazio,1-0,18:00,Stadio Olimpico,(0-0),2020,190.3582363177840,1,0.5
"15,000",Bologna,2020-01-12,Sun,Torino,1-0,15:00,Stadio Olimpico di Torino,(1-0),2020,296.06999057922300,1,0.5
"20,117",Brescia,2020-01-12,Sun,Sampdoria,5-1,15:00,Stadio Comunale Luigi Ferraris,(2-1),2020,163.4392331682600,1,0.5
"14,849",Genoa,2020-01-12,Sun,Hellas Verona,2-1,18:00,Stadio Marc'Antonio Bentegodi,(0-1),2020,195.31798355125100,1,0.5
"60,513",Juventus,2020-01-12,Sun,AS Roma,1-2,20:45,Stadio Olimpico,(0-2),2020,525.1018556767370,0,0.5
"33,970",SPAL,2020-01-12,Sun,Fiorentina,1-0,15:00,Stadio Artemio Franchi,(0-0),2020,120.54742586191200,1,0.5
"21,731",Sassuolo,2020-01-12,Sun,Udinese,3-0,12:30,Dacia Arena,(1-0),2020,250.87010771479900,1,0.5
"15,258",Lecce,2020-01-13,Mon,Parma,2-0,20:45,Stadio Ennio Tardini,(0-0),2020,811.5306666595470,1,0.5
"22,219",Fiorentina,2020-01-18,Sat,Napoli,0-2,20:45,Stadio San Paolo,(0-1),2020,406.3623558901360,0,0.5
"30,000",Sampdoria,2020-01-18,Sat,Lazio,5-1,15:00,Stadio Olimpico,(3-0),2020,396.34249898601200,1,0.5
"10,500",Torino,2020-01-18,Sat,Sassuolo,2-1,18:00,Mapei Stadium - Città del Tricolore,(0-1),2020,239.7679599519900,1,0.5
"20,951",AS Roma,2020-01-19,Sun,Genoa,1-3,18:00,Stadio Comunale Luigi Ferraris,(1-2),2020,396.34249898601200,0,0.5
"12,133",Cagliari,2020-01-19,Sun,Brescia,2-2,15:00,Stadio Mario Rigamonti,(1-1),2020,713.4460926475840,0,0.5
"20,697",Hellas Verona,2020-01-19,Sun,Bologna,1-1,15:00,Stadio Renato Dall'Ara,(1-0),2020,108.211247353509,0,0.5
"25,966",Inter Milan,2020-01-19,Sun,Lecce,1-1,15:00,Stadio Comunale Via Del Mare,(0-0),2020,933.4477350725230,0,0.5
"37,790",Parma,2020-01-19,Sun,Juventus,2-1,20:45,Allianz Stadium,(1-0),2020,215.69342118298300,1,0.5
"56,107",Udinese,2020-01-19,Sun,AC Milan,3-2,12:30,Stadio Giuseppe Meazza,(0-1),2020,324.1401921212780,1,0.5
"16,636",SPAL,2020-01-20,Mon,Atalanta,1-2,20:45,Stadio Atleti Azzurri d'Italia,(1-0),2020,179.42606169530700,0,0.5
"19,451",AC Milan,2020-01-24,Fri,Brescia,0-1,20:45,Stadio Mario Rigamonti,(0-0),2020,87.76252878792030,0,0.5
"18,824",Atalanta,2020-01-25,Sat,Torino,0-7,20:45,Stadio Olimpico di Torino,(0-3),2020,175.50208167813200,0,0.5
"12,622",Bologna,2020-01-25,Sat,SPAL,1-3,15:00,Stadio Paolo Mazza,(1-1),2020,45.324924458107300,0,0.5
"32,903",Genoa,2020-01-25,Sat,Fiorentina,0-0,18:00,Stadio Artemio Franchi,(0-0),2020,199.49234412689900,0,0.5
"70,465",Cagliari,2020-01-26,Sun,Inter Milan,1-1,12:30,Stadio Giuseppe Meazza,(1-0),2020,697.4502556886710,0,0.5
"39,111",Juventus,2020-01-26,Sun,Napoli,2-1,20:45,Stadio San Paolo,(0-0),2020,715.0814001685390,1,0.5
"59,902",Lazio,2020-01-26,Sun,AS Roma,1-1,18:00,Stadio Olimpico,(1-1),2020,0,0,0.5
"15,425",Lecce,2020-01-26,Sun,Hellas Verona,3-0,15:00,Stadio Marc'Antonio Bentegodi,(2-0),2020,816.0297303588030,1,0.5
"19,260",Sassuolo,2020-01-26,Sun,Sampdoria,0-0,15:00,Stadio Comunale Luigi Ferraris,(0-0),2020,138.83308293258500,0,0.5
"14,250",Udinese,2020-01-26,Sun,Parma,2-0,15:00,Stadio Ennio Tardini,(2-0),2020,265.6210908098440,1,0.5
"13,411",AS Roma,2020-02-01,Sat,Sassuolo,4-2,20:45,Mapei Stadium - Città del Tricolore,(3-0),2020,341.8246503722720,1,0.5
"21,665",Brescia,2020-02-01,Sat,Bologna,2-1,15:00,Stadio Renato Dall'Ara,(1-1),2020,146.66864097479800,1,0.5
"16,051",Parma,2020-02-01,Sat,Cagliari,2-2,18:00,Sardegna Arena,(1-1),2020,629.3731365071680,0,0.5
"40,171",Fiorentina,2020-02-02,Sun,Juventus,3-0,12:30,Allianz Stadium,(1-0),2020,325.2673815719060,1,0.5
"18,755",Genoa,2020-02-02,Sun,Atalanta,2-2,15:00,Stadio Atleti Azzurri d'Italia,(2-2),2020,154.6880908683670,0,0.5
"55,355",Hellas Verona,2020-02-02,Sun,AC Milan,1-1,15:00,Stadio Giuseppe Meazza,(1-1),2020,144.56024644073000,0,0.5
"23,215",Inter Milan,2020-02-02,Sun,Udinese,0-2,20:45,Dacia Arena,(0-0),2020,324.1401921212780,0,0.5
"4,000",SPAL,2020-02-02,Sun,Lazio,5-1,15:00,Stadio Olimpico,(4-0),2020,330.0713529202830,1,0.5
"21,947",Torino,2020-02-02,Sun,Lecce,4-0,18:00,Stadio Comunale Via Del Mare,(2-0),2020,1007.9011537946000,1,0.5
"20,017",Napoli,2020-02-03,Mon,Sampdoria,2-4,20:45,Stadio Comunale Luigi Ferraris,(1-2),2020,586.0743336614400,0,0.5
"40,000",Hellas Verona,2020-02-05,Wed,Lazio,0-0,20:45,Stadio Olimpico,(0-0),2020,407.0200194793920,0,0.5
"31,808",Bologna,2020-02-07,Fri,AS Roma,2-3,20:45,Stadio Olimpico,(1-2),2020,299.0253331111190,0,0.5
"35,034",Atalanta,2020-02-08,Sat,Fiorentina,1-2,15:00,Stadio Artemio Franchi,(1-0),2020,249.01613873809500,0,0.5
"28,654",Juventus,2020-02-08,Sat,Hellas Verona,2-1,20:45,Stadio Marc'Antonio Bentegodi,(0-0),2020,263.58593725305800,1,0.5
"20,664",Sampdoria,2020-02-08,Sat,Torino,1-3,18:00,Stadio Olimpico di Torino,(0-0),2020,124.3883982813310,0,0.5
"75,817",AC Milan,2020-02-09,Sun,Inter Milan,4-2,20:45,Stadio Giuseppe Meazza,(0-2),2020,0,1,0.5
"21,301",Cagliari,2020-02-09,Sun,Genoa,1-0,15:00,Stadio Comunale Luigi Ferraris,(1-0),2020,579.631362219898,1,0.5
"17,859",Lazio,2020-02-09,Sun,Parma,0-1,18:00,Stadio Ennio Tardini,(0-1),2020,361.13487726488000,0,0.5
"40,825",Lecce,2020-02-09,Sun,Napoli,2-3,15:00,Stadio San Paolo,(0-1),2020,343.76141196480000,0,0.5
"12,988",Sassuolo,2020-02-09,Sun,SPAL,1-2,12:30,Stadio Paolo Mazza,(1-0),2020,77.12392927953620,0,0.5
"13,586",Udinese,2020-02-09,Sun,Brescia,1-1,15:00,Stadio Mario Rigamonti,(0-0),2020,237.09978115772200,0,0.5
"19,830",AS Roma,2020-02-15,Sat,Atalanta,2-1,20:45,Stadio Atleti Azzurri d'Italia,(0-1),2020,475.0353950263620,1,0.5
"21,513",Genoa,2020-02-15,Sat,Bologna,0-3,18:00,Stadio Renato Dall'Ara,(0-2),2020,187.81114792816600,0,0.5
"24,129",SPAL,2020-02-15,Sat,Lecce,2-1,15:00,Stadio Comunale Via Del Mare,(1-0),2020,734.7750165766450,1,0.5
"40,841",Brescia,2020-02-16,Sun,Juventus,2-0,15:00,Allianz Stadium,(1-0),2020,209.80748871993900,1,0.5
"20,284",Fiorentina,2020-02-16,Sun,Sampdoria,1-5,15:00,Stadio Comunale Luigi Ferraris,(0-3),2020,199.49234412689900,0,0.5
