Attendance,Away,Date,Day,Home,Score,Time,Venue,Half_time,year,Distance,home_win,home_team_form
"34,465",Frosinone,2018-09-02,Sun,Lazio,1-0,20:30,Stadio Olimpico,(0-0),2018,79.4180816798998,1,0.5
"9,740",Genoa,2018-09-02,Sun,Sassuolo,5-3,20:30,Stadio Città del Tricolore,(4-1),2018,138.83308293258500,1,0.5
"19,835",Napoli,2018-09-02,Sun,Sampdoria,3-0,20:30,Stadio Comunale Luigi Ferraris,(2-0),2018,586.0743336614400,1,0.5
"17,785",SPAL,2018-09-02,Sun,Torino,1-0,20:30,Stadio Olimpico di Torino,(0-0),2018,313.1587878253970,1,0.5
"31,009",Udinese,2018-09-02,Sun,Fiorentina,1-0,18:00,Stadio Artemio Franchi,(0-0),2018,297.09159095287500,1,0.5
"20,131",Fiorentina,2018-09-15,Sat,Napoli,1-0,18:00,Stadio San Paolo,(0-0),2018,406.3623558901360,1,0.5
"59,648",Parma,2018-09-15,Sat,Inter Milan,0-1,15:00,Stadio Giuseppe Meazza,(0-0),2018,122.21474389568100,0,0.5
"12,502",Sampdoria,2018-09-15,Sat,Frosinone,0-5,20:30,Stadio Benito Stirpe,(0-1),2018,471.44722801471900,0,0.5
"16,201",AC Milan,2018-09-16,Sun,Cagliari,1-1,20:30,Sardegna Arena,(1-0),2018,697.4502556886710,0,0.5
"20,032",Bologna,2018-09-16,Sun,Genoa,1-0,15:00,Stadio Comunale Luigi Ferraris,(0-0),2018,187.81114792816600,1,0.5
"39,849",Chievo,2018-09-16,Sun,AS Roma,2-2,12:30,Stadio Olimpico,(2-0),2018,407.0200194793920,0,0.5
"10,832",Lazio,2018-09-16,Sun,Empoli,0-1,18:00,Stadio Carlo Castellani,(0-0),2018,233.8441331080120,0,0.5
"40,563",Sassuolo,2018-09-16,Sun,Juventus,2-1,15:00,Allianz Stadium,(0-0),2018,241.5792223386410,1,0.5
"18,813",Torino,2018-09-16,Sun,Udinese,1-1,15:00,Dacia Arena,(1-0),2018,448.31752025128400,0,0.5
"14,153",Atalanta,2018-09-17,Mon,SPAL,2-0,20:30,Stadio Paolo Mazza,(0-0),2018,179.42606169530700,1,0.5
"18,334",Fiorentina,2018-09-19,Wed,Sampdoria,1-1,19:00,Stadio Comunale Luigi Ferraris,(0-1),2018,199.49234412689900,0,0.5
"10,183",Empoli,2018-09-21,Fri,Sassuolo,3-1,20:30,Stadio Città del Tricolore,(1-1),2018,112.4682668926770,1,0.5
"14,852",Cagliari,2018-09-22,Sat,Parma,2-0,15:00,Stadio Ennio Tardini,(1-0),2018,629.3731365071680,1,0.5
"22,835",Inter Milan,2018-09-22,Sat,Sampdoria,0-1,20:30,Stadio Comunale Luigi Ferraris,(0-0),2018,118.77110409643900,0,0.5
"30,068",SPAL,2018-09-22,Sat,Fiorentina,3-0,18:00,Stadio Artemio Franchi,(2-0),2018,120.54742586191200,1,0.5
"20,067",AS Roma,2018-09-23,Sun,Bologna,2-0,15:00,Stadio Renato Dall'Ara,(1-0),2018,299.0253331111190,1,0.5
"51,684",Atalanta,2018-09-23,Sun,AC Milan,2-2,18:00,Stadio Giuseppe Meazza,(1-0),2018,50.62272084539420,0,0.5
"30,000",Genoa,2018-09-23,Sun,Lazio,4-1,15:00,Stadio Olimpico,(2-0),2018,396.34249898601200,1,0.5
"16,000",Juventus,2018-09-23,Sun,Frosinone,0-2,20:30,Stadio Benito Stirpe,(0-0),2018,600.6228755566390,0,0.5
"22,655",Napoli,2018-09-23,Sun,Torino,1-3,12:30,Stadio Olimpico di Torino,(0-2),2018,709.7779834457860,0,0.5
"10,000",Udinese,2018-09-23,Sun,Chievo,0-2,15:00,Stadio Marc'Antonio Bentegodi,(0-0),2018,187.85001575041200,0,0.5
"55,840",Fiorentina,2018-09-25,Tue,Inter Milan,2-1,21:00,Stadio Giuseppe Meazza,(1-0),2018,254.93627880825600,1,0.5
"38,472",Bologna,2018-09-26,Wed,Juventus,2-0,21:00,Allianz Stadium,(2-0),2018,298.2345951259310,1,0.5
"18,969",Chievo,2018-09-26,Wed,Genoa,2-0,21:00,Stadio Comunale Luigi Ferraris,(1-0),2018,195.31798355125100,1,0.5
"34,380",Frosinone,2018-09-26,Wed,AS Roma,4-0,21:00,Stadio Olimpico,(3-0),2018,79.4180816798998,1,0.5
"19,455",Lazio,2018-09-26,Wed,Udinese,1-2,19:00,Dacia Arena,(0-0),2018,464.67909792520700,0,0.5
"29,354",Parma,2018-09-26,Wed,Napoli,3-0,21:00,Stadio San Paolo,(1-0),2018,541.7029781535990,1,0.5
"14,038",Sampdoria,2018-09-26,Wed,Cagliari,0-0,21:00,Sardegna Arena,(0-0),2018,579.631362219898,0,0.5
"18,144",Torino,2018-09-26,Wed,Atalanta,0-0,21:00,Stadio Atleti Azzurri d'Italia,(0-0),2018,175.50208167813200,0,0.5
"13,890",AC Milan,2018-09-27,Thu,Empoli,1-1,21:00,Stadio Carlo Castellani,(0-1),2018,243.0688212434200,0,0.5
"13,945",Sassuolo,2018-09-27,Thu,SPAL,0-2,19:00,Stadio Paolo Mazza,(0-0),2018,77.12392927953620,0,0.5
"55,486",Cagliari,2018-09-29,Sat,Inter Milan,2-0,20:30,Stadio Giuseppe Meazza,(1-0),2018,697.4502556886710,1,0.5
"47,600",Lazio,2018-09-29,Sat,AS Roma,3-1,15:00,Stadio Olimpico,(1-0),2018,0,1,0.5
"39,252",Napoli,2018-09-29,Sat,Juventus,3-1,18:00,Allianz Stadium,(1-1),2018,715.0814001685390,1,0.5
"16,795",AC Milan,2018-09-30,Sun,Sassuolo,1-4,20:30,Stadio Città del Tricolore,(0-1),2018,147.23360435549800,0,0.5
"30,535",Atalanta,2018-09-30,Sun,Fiorentina,2-0,15:00,Stadio Artemio Franchi,(0-0),2018,249.01613873809500,1,0.5
"14,584",Empoli,2018-09-30,Sun,Parma,1-0,18:00,Stadio Ennio Tardini,(1-0),2018,128.5132448486330,1,0.5
"12,384",Genoa,2018-09-30,Sun,Frosinone,1-2,15:00,Stadio Benito Stirpe,(1-2),2018,471.44722801471900,0,0.5
"10,500",Torino,2018-09-30,Sun,Chievo,0-1,15:00,Stadio Marc'Antonio Bentegodi,(0-0),2018,264.18948039852500,0,0.5
"19,039",Udinese,2018-09-30,Sun,Bologna,2-1,12:30,Stadio Renato Dall'Ara,(1-1),2018,230.59665353873800,1,0.5
"17,885",SPAL,2018-10-01,Mon,Sampdoria,2-1,20:30,Stadio Comunale Luigi Ferraris,(1-1),2018,215.9119246020420,1,0.5
"16,554",Frosinone,2018-10-05,Fri,Torino,3-2,20:30,Stadio Olimpico di Torino,(1-0),2018,595.4562338108340,1,0.5
"10,670",AS Roma,2018-10-06,Sat,Empoli,0-2,20:30,Stadio Carlo Castellani,(0-1),2018,233.8441331080120,0,0.5
"15,019",Bologna,2018-10-06,Sat,Cagliari,2-0,15:00,Sardegna Arena,(1-0),2018,614.8406050228860,1,0.5
"25,000",Juventus,2018-10-06,Sat,Udinese,0-2,18:00,Dacia Arena,(0-2),2018,446.85815852404400,0,0.5
"48,088",Chievo,2018-10-07,Sun,AC Milan,3-1,15:00,Stadio Giuseppe Meazza,(2-0),2018,144.56024644073000,1,0.5
"30,000",Fiorentina,2018-10-07,Sun,Lazio,1-0,15:00,Stadio Olimpico,(1-0),2018,226.4069458907570,1,0.5
"15,750",Inter Milan,2018-10-07,Sun,SPAL,1-2,20:30,Stadio Paolo Mazza,(0-1),2018,207.9762858475720,0,0.5
"20,511",Parma,2018-10-07,Sun,Genoa,1-3,12:30,Stadio Comunale Luigi Ferraris,(1-3),2018,117.78787939075300,0,0.5
"19,164",Sampdoria,2018-10-07,Sun,Atalanta,0-1,15:00,Stadio Atleti Azzurri d'Italia,(0-0),2018,154.6880908683670,0,0.5
"29,647",Sassuolo,2018-10-07,Sun,Napoli,2-0,18:00,Stadio San Paolo,(1-0),2018,519.9962702286800,1,0.5
"37,735",Genoa,2018-10-20,Sat,Juventus,1-1,18:00,Allianz Stadium,(1-0),2018,129.26585903174700,0,0.5
"21,449",Napoli,2018-10-20,Sat,Udinese,0-3,20:30,Dacia Arena,(0-1),2018,589.1799954804650,0,0.5
"39,838",SPAL,2018-10-20,Sat,AS Roma,0-2,15:00,Stadio Olimpico,(0-1),2018,330.0713529202830,0,0.5
"78,275",AC Milan,2018-10-21,Sun,Inter Milan,1-0,20:30,Stadio Giuseppe Meazza,(0-0),2018,0,1,0.5
"12,000",Atalanta,2018-10-21,Sun,Chievo,1-5,15:00,Stadio Marc'Antonio Bentegodi,(0-2),2018,105.03011344573900,0,0.5
"31,567",Cagliari,2018-10-21,Sun,Fiorentina,1-1,18:00,Stadio Artemio Franchi,(0-0),2018,539.3545969382540,0,0.5
"12,287",Empoli,2018-10-21,Sun,Frosinone,3-3,12:30,Stadio Benito Stirpe,(1-1),2018,302.7391340263120,0,0.5
"18,969",Lazio,2018-10-21,Sun,Parma,0-2,15:00,Stadio Ennio Tardini,(0-0),2018,361.13487726488000,0,0.5
"23,245",Torino,2018-10-21,Sun,Bologna,2-2,15:00,Stadio Renato Dall'Ara,(0-1),2018,296.06999057922300,0,0.5
"19,064",Sassuolo,2018-10-22,Mon,Sampdoria,0-0,20:30,Stadio Comunale Luigi Ferraris,(0-0),2018,138.83308293258500,0,0.5
"17,871",Fiorentina,2018-10-27,Sat,Torino,1-1,20:30,Stadio Olimpico di Torino,(1-1),2018,321.43217283133700,0,0.5
"15,889",Juventus,2018-10-27,Sat,Empoli,1-2,18:00,Stadio Carlo Castellani,(1-0),2018,305.35278513235400,0,0.5
"18,152",Parma,2018-10-27,Sat,Atalanta,3-0,15:00,Stadio Atleti Azzurri d'Italia,(0-0),2018,113.97560416244000,1,0.5
"30,037",AS Roma,2018-10-28,Sun,Napoli,1-1,20:30,Stadio San Paolo,(0-1),2018,190.3582363177840,0,0.5
"12,647",Bologna,2018-10-28,Sun,Sassuolo,2-2,12:30,Stadio Città del Tricolore,(1-1),2018,57.94675256337210,0,0.5
"15,805",Chievo,2018-10-28,Sun,Cagliari,2-1,15:00,Sardegna Arena,(1-0),2018,708.8513602382750,1,0.5
"13,676",Frosinone,2018-10-28,Sun,SPAL,0-3,15:00,Stadio Paolo Mazza,(0-1),2018,382.40330311519900,0,0.5
"47,347",Sampdoria,2018-10-28,Sun,AC Milan,3-2,18:00,Stadio Giuseppe Meazza,(2-2),2018,118.77110409643900,1,0.5
"18,880",Udinese,2018-10-28,Sun,Genoa,2-2,15:00,Stadio Comunale Luigi Ferraris,(1-0),2018,381.26174910079500,0,0.5
"40,068",Inter Milan,2018-10-29,Mon,Lazio,0-3,20:30,Stadio Olimpico,(0-2),2018,476.62238398594400,0,0.5
"46,720",Genoa,2018-10-31,Wed,AC Milan,2-1,20:30,Stadio Giuseppe Meazza,(1-0),2018,118.77110409643900,1,0.5
"31,370",Empoli,2018-11-02,Fri,Napoli,5-1,20:30,Stadio San Paolo,(2-0),2018,418.28479331548500,1,0.5
"30,590",AS Roma,2018-11-03,Sat,Fiorentina,1-1,18:00,Stadio Artemio Franchi,(1-0),2018,226.4069458907570,0,0.5
"40,644",Cagliari,2018-11-03,Sat,Juventus,3-1,20:30,Allianz Stadium,(2-1),2018,667.9608404524190,1,0.5
"67,532",Genoa,2018-11-03,Sat,Inter Milan,5-0,15:00,Stadio Giuseppe Meazza,(2-0),2018,118.77110409643900,1,0.5
"23,540",AC Milan,2018-11-04,Sun,Udinese,0-1,20:30,Dacia Arena,(0-0),2018,324.1401921212780,0,0.5
"19,038",Atalanta,2018-11-04,Sun,Bologna,1-2,18:00,Stadio Renato Dall'Ara,(1-0),2018,186.36226809910800,0,0.5
"14,004",Frosinone,2018-11-04,Sun,Parma,0-0,15:00,Stadio Ennio Tardini,(0-0),2018,426.6349784687950,0,0.5
"35,573",SPAL,2018-11-04,Sun,Lazio,4-1,12:30,Stadio Olimpico,(2-1),2018,330.0713529202830,1,0.5
"8,100",Sassuolo,2018-11-04,Sun,Chievo,0-2,15:00,Stadio Marc'Antonio Bentegodi,(0-1),2018,83.93781035436990,0,0.5
"20,364",Torino,2018-11-04,Sun,Sampdoria,1-4,15:00,Stadio Comunale Luigi Ferraris,(0-2),2018,124.3883982813310,0,0.5
"13,378",Fiorentina,2018-11-09,Fri,Frosinone,1-1,20:30,Stadio Benito Stirpe,(0-0),2018,291.15062905847600,0,0.5
"13,250",Cagliari,2018-11-10,Sat,SPAL,2-2,18:00,Stadio Paolo Mazza,(1-0),2018,658.9914495985010,0,0.5
"25,365",Napoli,2018-11-10,Sat,Genoa,1-2,20:30,Stadio Comunale Luigi Ferraris,(1-0),2018,586.0743336614400,0,0.5
"17,431",Parma,2018-11-10,Sat,Torino,1-2,15:00,Stadio Olimpico di Torino,(1-2),2018,214.02834778554800,0,0.5
"9,500",Bologna,2018-11-11,Sun,Chievo,2-2,15:00,Stadio Marc'Antonio Bentegodi,(2-1),2018,108.211247353509,0,0.5
"20,633",Inter Milan,2018-11-11,Sun,Atalanta,4-1,12:30,Stadio Atleti Azzurri d'Italia,(1-0),2018,50.62272084539420,1,0.5
"74,729",Juventus,2018-11-11,Sun,AC Milan,0-2,20:30,Stadio Giuseppe Meazza,(0-1),2018,123.13402248871500,0,0.5
"11,317",Lazio,2018-11-11,Sun,Sassuolo,1-1,18:00,Stadio Città del Tricolore,(1-1),2018,341.8246503722720,0,0.5
"37,582",Sampdoria,2018-11-11,Sun,AS Roma,4-1,15:00,Stadio Olimpico,(1-0),2018,396.34249898601200,1,0.5
"7,553",Udinese,2018-11-11,Sun,Empoli,2-1,15:00,Stadio Carlo Castellani,(1-0),2018,316.08629425838900,1,0.5
"21,986",AS Roma,2018-11-24,Sat,Udinese,1-0,15:00,Dacia Arena,(0-0),2018,464.67909792520700,1,0.5
"63,645",Frosinone,2018-11-24,Sat,Inter Milan,3-0,20:30,Stadio Giuseppe Meazza,(1-0),2018,545.3887253773340,1,0.5
"41,052",SPAL,2018-11-24,Sat,Juventus,2-0,18:00,Allianz Stadium,(1-0),2018,314.30292329884300,1,0.5
"38,269",AC Milan,2018-11-25,Sun,Lazio,1-1,18:00,Stadio Olimpico,(0-0),2018,476.62238398594400,0,0.5
"8,736",Atalanta,2018-11-25,Sun,Empoli,3-2,15:00,Stadio Carlo Castellani,(1-2),2018,242.34381487005800,1,0.5
"44,468",Chievo,2018-11-25,Sun,Napoli,0-0,15:00,Stadio San Paolo,(0-0),2018,575.0602598611650,0,0.5
"21,241",Fiorentina,2018-11-25,Sun,Bologna,0-0,15:00,Stadio Renato Dall'Ara,(0-0),2018,79.07732589754690,0,0.5
"31,756",Sampdoria,2018-11-25,Sun,Genoa,1-1,20:30,Stadio Comunale Luigi Ferraris,(1-1),2018,0,0,0.5
"14,354",Sassuolo,2018-11-25,Sun,Parma,2-1,12:30,Stadio Ennio Tardini,(2-1),2018,26.207544228638100,1,0.5
"15,804",Torino,2018-11-26,Mon,Cagliari,0-0,20:30,Sardegna Arena,(0-0),2018,660.4334677989370,0,0.5
"17,844",Bologna,2018-12-01,Sat,Sampdoria,4-1,20:30,Stadio Comunale Luigi Ferraris,(3-1),2018,187.81114792816600,1,0.5
"12,622",Empoli,2018-12-01,Sat,SPAL,2-2,15:00,Stadio Paolo Mazza,(1-2),2018,134.2863861909700,0,0.5
"40,872",Juventus,2018-12-01,Sat,Fiorentina,0-3,18:00,Stadio Artemio Franchi,(0-1),2018,325.2673815719060,0,0.5
"12,377",Cagliari,2018-12-02,Sun,Frosinone,1-1,15:00,Stadio Benito Stirpe,(1-0),2018,446.2290267931870,0,0.5
"15,324",Genoa,2018-12-02,Sun,Torino,2-1,15:00,Stadio Olimpico di Torino,(2-1),2018,124.3883982813310,1,0.5
"41,009",Inter Milan,2018-12-02,Sun,AS Roma,2-2,20:30,Stadio Olimpico,(0-1),2018,476.62238398594400,0,0.5
"7,000",Lazio,2018-12-02,Sun,Chievo,1-1,18:00,Stadio Marc'Antonio Bentegodi,(1-0),2018,407.0200194793920,0,0.5
"53,275",Parma,2018-12-02,Sun,AC Milan,2-1,12:30,Stadio Giuseppe Meazza,(0-0),2018,122.21474389568100,1,0.5
"10,655",Udinese,2018-12-02,Sun,Sassuolo,0-0,15:00,Stadio Città del Tricolore,(0-0),2018,250.87010771479900,0,0.5
"19,871",Napoli,2018-12-03,Mon,Atalanta,1-2,20:30,Stadio Atleti Azzurri d'Italia,(0-1),2018,654.1868488614660,0,0.5
"41,495",Inter Milan,2018-12-07,Fri,Juventus,1-0,20:30,Allianz Stadium,(0-0),2018,123.13402248871500,1,0.5
"14,938",AS Roma,2018-12-08,Sat,Cagliari,2-2,18:00,Sardegna Arena,(0-2),2018,413.5917654589300,0,0.5
"34,631",Frosinone,2018-12-08,Sat,Napoli,4-0,15:00,Stadio San Paolo,(2-0),2018,115.54813387936800,1,0.5
"28,000",Sampdoria,2018-12-08,Sat,Lazio,2-2,20:30,Stadio Olimpico,(0-1),2018,396.34249898601200,0,0.5
"24,413",Atalanta,2018-12-09,Sun,Udinese,1-3,15:00,Dacia Arena,(1-1),2018,276.20012084924100,0,0.5
"8,379",Bologna,2018-12-09,Sun,Empoli,2-1,15:00,Stadio Carlo Castellani,(1-1),2018,89.70399420635500,1,0.5
"13,994",Chievo,2018-12-09,Sun,Parma,1-1,15:00,Stadio Ennio Tardini,(0-0),2018,86.73778395837330,0,0.5
"11,436",Fiorentina,2018-12-09,Sun,Sassuolo,3-3,12:30,Stadio Città del Tricolore,(0-0),2018,115.41892463717000,0,0.5
"19,571",SPAL,2018-12-09,Sun,Genoa,1-1,18:00,Stadio Comunale Luigi Ferraris,(1-1),2018,215.9119246020420,0,0.5
"44,572",Torino,2018-12-09,Sun,AC Milan,0-0,20:30,Stadio Giuseppe Meazza,(0-0),2018,125.26280395239400,0,0.5
"26,588",Juventus,2018-12-15,Sat,Torino,0-1,20:30,Stadio Olimpico di Torino,(0-0),2018,7.56735575287785,0,0.5
"57,025",Udinese,2018-12-15,Sat,Inter Milan,1-0,18:00,Stadio Giuseppe Meazza,(0-0),2018,324.1401921212780,1,0.5
"11,882",Chievo,2018-12-16,Sun,SPAL,0-0,12:30,Stadio Paolo Mazza,(0-0),2018,83.08634113559630,0,0.5
"30,000",Empoli,2018-12-16,Sun,Fiorentina,3-1,15:00,Stadio Artemio Franchi,(1-1),2018,27.080703704289800,1,0.5
"29,111",Genoa,2018-12-16,Sun,AS Roma,3-2,20:30,Stadio Olimpico,(2-2),2018,396.34249898601200,1,0.5
"15,081",Napoli,2018-12-16,Sun,Cagliari,0-1,18:00,Sardegna Arena,(0-0),2018,467.8748889163700,0,0.5
"19,000",Parma,2018-12-16,Sun,Sampdoria,2-0,15:00,Stadio Comunale Luigi Ferraris,(0-0),2018,117.78787939075300,1,0.5
"12,000",Sassuolo,2018-12-16,Sun,Frosinone,0-2,15:00,Stadio Benito Stirpe,(0-1),2018,405.32235229206400,0,0.5
"17,401",Lazio,2018-12-17,Mon,Atalanta,1-0,20:30,Stadio Atleti Azzurri d'Italia,(1-0),2018,475.0353950263620,1,0.5
"22,214",AC Milan,2018-12-18,Tue,Bologna,0-0,20:30,Stadio Renato Dall'Ara,(0-0),2018,204.45103811272000,0,0.5
"40,069",AS Roma,2018-12-22,Sat,Juventus,1-0,20:30,Allianz Stadium,(1-0),2018,525.1018556767370,1,0.5
"19,841",Atalanta,2018-12-22,Sat,Genoa,3-1,15:00,Stadio Comunale Luigi Ferraris,(1-0),2018,154.6880908683670,1,0.5
"15,058",Bologna,2018-12-22,Sat,Parma,0-0,18:00,Stadio Ennio Tardini,(0-0),2018,84.08568803734060,0,0.5
"20,000",Cagliari,2018-12-22,Sat,Lazio,3-1,12:30,Stadio Olimpico,(2-0),2018,413.5917654589300,1,0.5
"52,592",Fiorentina,2018-12-22,Sat,AC Milan,0-1,15:00,Stadio Giuseppe Meazza,(0-0),2018,254.93627880825600,0,0.5
"18,000",Frosinone,2018-12-22,Sat,Udinese,1-1,15:00,Dacia Arena,(1-0),2018,494.2456704207030,0,0.5
"22,000",Inter Milan,2018-12-22,Sat,Chievo,1-1,18:00,Stadio Marc'Antonio Bentegodi,(0-1),2018,144.56024644073000,0,0.5
"37,093",SPAL,2018-12-22,Sat,Napoli,1-0,15:00,Stadio San Paolo,(1-0),2018,493.22775551741700,1,0.5
"8,815",Sampdoria,2018-12-22,Sat,Empoli,2-4,15:00,Stadio Carlo Castellani,(1-1),2018,177.77793336261200,0,0.5
"11,148",Torino,2018-12-22,Sat,Sassuolo,1-1,15:00,Stadio Città del Tricolore,(0-0),2018,239.7679599519900,0,0.5
"15,217",AC Milan,2018-12-26,Wed,Frosinone,0-0,12:30,Stadio Benito Stirpe,(0-0),2018,545.3887253773340,0,0.5
"19,190",Chievo,2018-12-26,Wed,Sampdoria,2-0,15:00,Stadio Comunale Luigi Ferraris,(0-0),2018,195.31798355125100,1,0.5
"20,047",Empoli,2018-12-26,Wed,Torino,3-0,18:00,Stadio Olimpico di Torino,(1-0),2018,301.14598089876800,1,0.5
"15,777",Genoa,2018-12-26,Wed,Cagliari,1-0,15:00,Sardegna Arena,(1-0),2018,579.631362219898,1,0.5
"19,787",Juventus,2018-12-26,Wed,Atalanta,2-2,15:00,Stadio Atleti Azzurri d'Italia,(1-1),2018,173.0084746125310,0,0.5
"19,230",Lazio,2018-12-26,Wed,Bologna,0-2,15:00,Stadio Renato Dall'Ara,(0-1),2018,299.0253331111190,0,0.5
"63,946",Napoli,2018-12-26,Wed,Inter Milan,1-0,20:30,Stadio Giuseppe Meazza,(0-0),2018,660.849346236503,1,0.5
"31,767",Parma,2018-12-26,Wed,Fiorentina,0-1,15:00,Stadio Artemio Franchi,(0-1),2018,135.5568445766750,0,0.5
"35,893",Sassuolo,2018-12-26,Wed,AS Roma,3-1,18:00,Stadio Olimpico,(2-0),2018,341.8246503722720,1,0.5
"13,195",Udinese,2018-12-26,Wed,SPAL,0-0,18:00,Stadio Paolo Mazza,(0-0),2018,185.82116889338700,0,0.5
"17,997",AS Roma,2018-12-29,Sat,Parma,0-2,15:00,Stadio Ennio Tardini,(0-0),2018,361.13487726488000,0,0.5
"8,000",Atalanta,2018-12-29,Sat,Sassuolo,2-6,15:00,Stadio Città del Tricolore,(0-2),2018,134.20367626869600,0,0.5
"46,585",Bologna,2018-12-29,Sat,Napoli,3-2,18:00,Stadio San Paolo,(1-1),2018,470.6374988983220,1,0.5
"20,000",Cagliari,2018-12-29,Sat,Udinese,2-0,15:00,Dacia Arena,(1-0),2018,833.6223808726530,1,0.5
"21,000",Fiorentina,2018-12-29,Sat,Genoa,0-0,15:00,Stadio Comunale Luigi Ferraris,(0-0),2018,199.49234412689900,0,0.5
"8,000",Frosinone,2018-12-29,Sat,Chievo,1-0,15:00,Stadio Marc'Antonio Bentegodi,(0-0),2018,463.1306037015620,1,0.5
"10,393",Inter Milan,2018-12-29,Sat,Empoli,0-1,15:00,Stadio Carlo Castellani,(0-0),2018,243.0688212434200,0,0.5
"48,070",SPAL,2018-12-29,Sat,AC Milan,2-1,20:30,Stadio Giuseppe Meazza,(1-1),2018,207.9762858475720,1,0.5
"40,641",Sampdoria,2018-12-29,Sat,Juventus,2-1,12:30,Allianz Stadium,(1-1),2018,129.26585903174700,1,0.5
"35,000",Torino,2018-12-29,Sat,Lazio,1-1,15:00,Stadio Olimpico,(0-1),2018,519.7003731677150,0,0.5
"15,000",Parma,2019-01-19,Sat,Udinese,1-2,18:00,Dacia Arena,(0-1),2019,265.6210908098440,0,0.5
"11,000",Sassuolo,2019-01-19,Sat,Inter Milan,0-0,20:30,Stadio Giuseppe Meazza,(0-0),2019,147.23360435549800,0,0.5
"32,978",Torino,2019-01-19,Sat,AS Roma,3-2,15:00,Stadio Olimpico,(2-0),2019,519.7003731677150,1,0.5
"12,728",Atalanta,2019-01-20,Sun,Frosinone,0-5,12:30,Stadio Benito Stirpe,(0-2),2019,539.5142790373840,0,0.5
"14,524",Bologna,2019-01-20,Sun,SPAL,1-1,15:00,Stadio Paolo Mazza,(0-1),2019,45.324924458107300,0,0.5
"13,796",Empoli,2019-01-20,Sun,Cagliari,2-2,18:00,Sardegna Arena,(1-0),2019,525.1469592161860,0,0.5
"19,448",Lazio,2019-01-20,Sun,Napoli,2-1,20:30,Stadio San Paolo,(2-0),2019,190.3582363177840,1,0.5
"27,844",Sampdoria,2019-01-20,Sun,Fiorentina,3-3,15:00,Stadio Artemio Franchi,(1-1),2019,199.49234412689900,0,0.5
"19,794",AC Milan,2019-01-21,Mon,Genoa,0-2,15:00,Stadio Comunale Luigi Ferraris,(0-0),2019,118.77110409643900,0,0.5
"30,239",Chievo,2019-01-21,Mon,Juventus,3-0,20:30,Allianz Stadium,(2-0),2019,263.58593725305800,1,0.5
"9,970",Cagliari,2019-01-26,Sat,Sassuolo,3-0,15:00,Stadio Città del Tricolore,(2-0),2019,625.2202021838070,1,0.5
"56,729",Napoli,2019-01-26,Sat,AC Milan,0-0,20:30,Stadio Giuseppe Meazza,(0-0),2019,660.849346236503,0,0.5
"18,020",Udinese,2019-01-26,Sat,Sampdoria,4-0,18:00,Stadio Comunale Luigi Ferraris,(1-0),2019,381.26174910079500,1,0.5
"19,459",AS Roma,2019-01-27,Sun,Atalanta,3-3,15:00,Stadio Atleti Azzurri d'Italia,(1-3),2019,475.0353950263620,0,0.5
"10,000",Fiorentina,2019-01-27,Sun,Chievo,3-4,12:30,Stadio Marc'Antonio Bentegodi,(1-2),2019,185.5363832089200,0,0.5
"16,076",Frosinone,2019-01-27,Sun,Bologna,0-4,15:00,Stadio Renato Dall'Ara,(0-2),2019,357.29078285465200,0,0.5
"22,002",Inter Milan,2019-01-27,Sun,Torino,1-0,18:00,Stadio Olimpico di Torino,(1-0),2019,125.26280395239400,1,0.5
"60,687",Juventus,2019-01-27,Sun,Lazio,1-2,20:30,Stadio Olimpico,(0-0),2019,525.1018556767370,0,0.5
"15,297",SPAL,2019-01-27,Sun,Parma,2-3,15:00,Stadio Ennio Tardini,(1-0),2019,100.53829749559100,0,0.5
"7,675",Genoa,2019-01-28,Mon,Empoli,1-3,20:30,Stadio Carlo Castellani,(0-1),2019,177.77793336261200,0,0.5
"7,030",Chievo,2019-02-02,Sat,Empoli,2-2,15:00,Stadio Carlo Castellani,(1-2),2019,189.89115251897200,0,0.5
"39,548",Parma,2019-02-02,Sat,Juventus,3-3,20:30,Allianz Stadium,(1-0),2019,215.69342118298300,0,0.5
"19,455",Sampdoria,2019-02-02,Sat,Napoli,3-0,18:00,Stadio San Paolo,(2-0),2019,586.0743336614400,1,0.5
"37,581",AC Milan,2019-02-03,Sun,AS Roma,1-1,20:30,Stadio Olimpico,(0-1),2019,476.62238398594400,0,0.5
"51,566",Bologna,2019-02-03,Sun,Inter Milan,0-1,18:00,Stadio Giuseppe Meazza,(0-1),2019,204.45103811272000,0,0.5
"18,118",Fiorentina,2019-02-03,Sun,Udinese,1-1,15:00,Stadio Benito Stirpe,(0-0),2019,297.09159095287500,0,0.5
"18,927",Sassuolo,2019-02-03,Sun,Genoa,1-1,15:00,Stadio Comunale Luigi Ferraris,(1-1),2019,138.83308293258500,0,0.5
"12,743",Torino,2019-02-03,Sun,SPAL,0-0,12:30,Stadio Paolo Mazza,(0-0),2019,313.1587878253970,0,0.5
"14,821",Atalanta,2019-02-04,Mon,Cagliari,0-1,21:00,Sardegna Arena,(0-0),2019,724.4648430005950,0,0.5
"13,221",Lazio,2019-02-04,Mon,Frosinone,0-1,19:00,Stadio Benito Stirpe,(0-1),2019,79.4180816798998,0,0.5
"28,121",Empoli,2019-02-07,Thu,Lazio,1-0,20:30,Stadio Olimpico,(1-0),2019,233.8441331080120,1,0.5
